stem,split,Emotion
dia474_utt15,train,joy
dia474_utt16,train,sadness
dia474_utt17,train,joy
dia474_utt18,train,neutral
dia475_utt0,train,anger
dia475_utt1,train,neutral
dia475_utt2,train,neutral
dia475_utt3,train,joy
dia475_utt4,train,neutral
dia475_utt5,train,neutral
dia475_utt6,train,surprise
dia475_utt7,train,joy
dia475_utt8,train,neutral
dia475_utt9,train,neutral
dia475_utt10,train,neutral
dia475_utt11,train,neutral
dia475_utt12,train,surprise
dia475_utt13,train,surprise
dia475_utt14,train,surprise
dia475_utt15,train,neutral
dia475_utt16,train,neutral
dia476_utt0,train,sadness
dia476_utt1,train,neutral
dia476_utt2,train,neutral
dia476_utt3,train,surprise
dia476_utt4,train,sadness
dia476_utt5,train,surprise
dia476_utt6,train,neutral
dia476_utt7,train,fear
dia476_utt8,train,neutral
dia476_utt9,train,surprise
dia476_utt10,train,fear
dia476_utt11,train,sadness
dia477_utt0,train,neutral
dia477_utt1,train,neutral
dia477_utt2,train,neutral
dia477_utt3,train,fear
dia477_utt4,train,neutral
dia477_utt5,train,joy
dia477_utt6,train,sadness
dia477_utt7,train,joy
dia477_utt8,train,neutral
dia477_utt9,train,joy
dia477_utt10,train,disgust
dia477_utt11,train,neutral
dia477_utt12,train,neutral
dia477_utt13,train,joy
dia477_utt14,train,neutral
dia477_utt15,train,anger
dia477_utt16,train,neutral
dia477_utt17,train,neutral
dia477_utt18,train,neutral
dia478_utt0,train,neutral
dia478_utt1,train,surprise
dia478_utt2,train,joy
dia478_utt3,train,neutral
dia478_utt4,train,neutral
dia478_utt5,train,neutral
dia478_utt6,train,neutral
dia478_utt7,train,neutral
dia478_utt8,train,neutral
dia478_utt9,train,neutral
dia478_utt10,train,anger
dia478_utt11,train,neutral
dia478_utt12,train,sadness
dia478_utt13,train,joy
dia479_utt0,train,joy
dia479_utt1,train,neutral
dia479_utt2,train,neutral
dia479_utt3,train,neutral
dia479_utt4,train,anger
dia479_utt5,train,surprise
dia479_utt6,train,surprise
dia479_utt7,train,disgust
dia479_utt8,train,disgust
dia479_utt9,train,disgust
dia479_utt10,train,disgust
dia479_utt11,train,neutral
dia480_utt0,train,joy
dia480_utt1,train,joy
dia480_utt2,train,neutral
dia480_utt3,train,neutral
dia480_utt4,train,surprise
dia480_utt5,train,surprise
dia480_utt6,train,neutral
dia480_utt7,train,neutral
dia480_utt8,train,neutral
dia480_utt9,train,anger
dia481_utt0,train,surprise
dia481_utt1,train,joy
dia481_utt2,train,joy
dia481_utt3,train,surprise
dia481_utt4,train,surprise
dia481_utt5,train,neutral
dia481_utt6,train,neutral
dia481_utt7,train,neutral
dia481_utt8,train,surprise
dia481_utt9,train,neutral
dia481_utt10,train,neutral
dia481_utt11,train,neutral
dia481_utt12,train,anger
dia481_utt13,train,sadness
dia481_utt14,train,surprise
dia482_utt0,train,surprise
dia482_utt1,train,surprise
dia482_utt2,train,anger
dia482_utt3,train,neutral
dia482_utt4,train,neutral
dia482_utt5,train,fear
dia482_utt6,train,disgust
dia482_utt7,train,anger
dia482_utt8,train,neutral
dia482_utt9,train,anger
dia482_utt10,train,neutral
dia482_utt11,train,surprise
dia482_utt12,train,surprise
dia482_utt13,train,surprise
dia482_utt14,train,neutral
dia482_utt15,train,joy
dia482_utt16,train,surprise
dia482_utt17,train,joy
dia483_utt0,train,neutral
dia483_utt1,train,anger
dia483_utt2,train,neutral
dia483_utt3,train,surprise
dia483_utt4,train,surprise
dia483_utt5,train,neutral
dia483_utt6,train,anger
dia483_utt7,train,neutral
dia483_utt8,train,anger
dia483_utt9,train,anger
dia483_utt10,train,neutral
dia483_utt11,train,neutral
dia483_utt12,train,neutral
dia483_utt13,train,neutral
dia483_utt14,train,neutral
dia483_utt15,train,surprise
dia484_utt0,train,neutral
dia484_utt1,train,neutral
dia484_utt2,train,neutral
dia485_utt0,train,joy
dia486_utt0,train,neutral
dia486_utt1,train,neutral
dia486_utt2,train,neutral
dia486_utt3,train,neutral
dia486_utt4,train,neutral
dia486_utt5,train,neutral
dia486_utt6,train,neutral
dia486_utt7,train,surprise
dia486_utt8,train,neutral
dia486_utt9,train,surprise
dia486_utt10,train,anger
dia486_utt11,train,fear
dia486_utt12,train,anger
dia486_utt13,train,anger
dia486_utt14,train,sadness
dia486_utt15,train,sadness
dia486_utt16,train,neutral
dia486_utt17,train,joy
dia487_utt0,train,surprise
dia488_utt0,train,joy
dia488_utt1,train,neutral
dia488_utt2,train,neutral
dia488_utt3,train,neutral
dia488_utt4,train,neutral
dia488_utt5,train,neutral
dia489_utt0,train,joy
dia489_utt1,train,joy
dia489_utt2,train,neutral
dia489_utt3,train,neutral
dia489_utt4,train,neutral
dia490_utt0,train,neutral
dia491_utt0,train,neutral
dia491_utt1,train,sadness
dia491_utt2,train,sadness
dia492_utt0,train,joy
dia492_utt1,train,neutral
dia492_utt2,train,neutral
dia492_utt3,train,neutral
dia493_utt0,train,sadness
dia493_utt1,train,surprise
dia493_utt2,train,neutral
dia493_utt3,train,neutral
dia493_utt4,train,neutral
dia493_utt5,train,neutral
dia493_utt6,train,neutral
dia493_utt7,train,joy
dia493_utt8,train,neutral
dia493_utt9,train,joy
dia493_utt10,train,neutral
dia493_utt11,train,neutral
dia493_utt12,train,anger
dia494_utt0,train,neutral
dia495_utt0,train,neutral
dia495_utt1,train,neutral
dia495_utt2,train,anger
dia496_utt0,train,neutral
dia496_utt1,train,neutral
dia496_utt2,train,sadness
dia496_utt3,train,neutral
dia496_utt4,train,neutral
dia496_utt5,train,neutral
dia496_utt6,train,neutral
dia496_utt7,train,anger
dia496_utt8,train,fear
dia496_utt9,train,neutral
dia496_utt10,train,anger
dia496_utt11,train,fear
dia496_utt12,train,anger
dia496_utt13,train,joy
dia496_utt14,train,neutral
dia497_utt0,train,neutral
dia497_utt1,train,anger
dia497_utt2,train,sadness
dia498_utt0,train,neutral
dia498_utt1,train,neutral
dia498_utt2,train,joy
dia498_utt3,train,surprise
dia498_utt4,train,surprise
dia498_utt5,train,anger
dia498_utt6,train,anger
dia498_utt7,train,anger
dia498_utt8,train,neutral
dia499_utt0,train,joy
dia499_utt1,train,joy
dia499_utt2,train,neutral
dia499_utt3,train,joy
dia499_utt4,train,neutral
dia499_utt5,train,neutral
dia499_utt6,train,neutral
dia499_utt7,train,neutral
dia499_utt8,train,joy
dia499_utt9,train,neutral
dia499_utt10,train,neutral
dia499_utt11,train,neutral
dia499_utt12,train,neutral
dia499_utt15,train,joy
dia499_utt16,train,surprise
dia499_utt17,train,joy
dia499_utt18,train,surprise
dia499_utt19,train,neutral
dia499_utt20,train,surprise
dia499_utt21,train,neutral
dia500_utt0,train,neutral
dia500_utt1,train,joy
dia501_utt0,train,neutral
dia501_utt1,train,joy
dia501_utt2,train,joy
dia501_utt3,train,joy
dia501_utt4,train,joy
dia501_utt5,train,disgust
dia501_utt6,train,neutral
dia501_utt7,train,neutral
dia501_utt8,train,surprise
dia501_utt9,train,surprise
dia501_utt10,train,neutral
dia501_utt11,train,surprise
dia501_utt12,train,neutral
dia502_utt0,train,joy
dia502_utt1,train,neutral
dia502_utt2,train,joy
dia503_utt0,train,surprise
dia503_utt1,train,joy
dia503_utt2,train,surprise
dia503_utt3,train,joy
dia503_utt4,train,joy
dia503_utt5,train,joy
dia503_utt6,train,neutral
dia503_utt7,train,joy
dia503_utt8,train,joy
dia503_utt9,train,anger
dia503_utt10,train,neutral
dia503_utt11,train,anger
dia503_utt12,train,joy
dia503_utt13,train,neutral
dia503_utt14,train,neutral
dia503_utt15,train,neutral
dia504_utt0,train,joy
dia504_utt1,train,joy
dia504_utt2,train,neutral
dia504_utt3,train,neutral
dia504_utt4,train,neutral
dia504_utt5,train,neutral
dia504_utt6,train,surprise
dia504_utt7,train,neutral
dia504_utt8,train,joy
dia504_utt9,train,neutral
dia504_utt10,train,neutral
dia504_utt11,train,surprise
dia504_utt12,train,anger
dia504_utt13,train,anger
dia505_utt0,train,surprise
dia505_utt1,train,neutral
dia505_utt2,train,surprise
dia505_utt3,train,neutral
dia505_utt4,train,neutral
dia505_utt5,train,neutral
dia505_utt6,train,fear
dia505_utt7,train,neutral
dia505_utt8,train,neutral
dia505_utt9,train,neutral
dia505_utt10,train,neutral
dia505_utt11,train,neutral
dia505_utt12,train,anger
dia505_utt13,train,neutral
dia505_utt14,train,anger
dia505_utt15,train,neutral
dia506_utt0,train,sadness
dia506_utt1,train,fear
dia506_utt2,train,sadness
dia506_utt3,train,sadness
dia506_utt4,train,neutral
dia506_utt5,train,sadness
dia506_utt6,train,sadness
dia506_utt7,train,sadness
dia506_utt8,train,sadness
dia506_utt9,train,sadness
dia506_utt10,train,sadness
dia506_utt11,train,sadness
dia507_utt0,train,neutral
dia507_utt1,train,joy
dia507_utt2,train,neutral
dia507_utt3,train,neutral
dia507_utt4,train,anger
dia507_utt5,train,neutral
dia507_utt6,train,neutral
dia507_utt7,train,surprise
dia507_utt8,train,surprise
dia507_utt9,train,neutral
dia507_utt10,train,joy
dia507_utt11,train,neutral
dia507_utt12,train,joy
dia507_utt13,train,joy
dia507_utt14,train,neutral
dia507_utt15,train,neutral
dia507_utt16,train,neutral
dia508_utt0,train,anger
dia508_utt2,train,neutral
dia508_utt3,train,joy
dia508_utt4,train,neutral
dia508_utt5,train,fear
dia508_utt6,train,neutral
dia508_utt7,train,neutral
dia508_utt8,train,neutral
dia508_utt9,train,neutral
dia508_utt10,train,neutral
dia508_utt11,train,neutral
dia508_utt12,train,surprise
dia508_utt13,train,neutral
dia508_utt14,train,surprise
dia508_utt15,train,neutral
dia508_utt16,train,neutral
dia508_utt17,train,neutral
dia508_utt18,train,neutral
dia508_utt19,train,anger
dia508_utt20,train,anger
dia508_utt21,train,anger
dia508_utt22,train,anger
dia509_utt0,train,neutral
dia509_utt1,train,neutral
dia509_utt2,train,neutral
dia509_utt3,train,neutral
dia509_utt4,train,anger
dia509_utt5,train,neutral
dia509_utt6,train,neutral
dia509_utt7,train,neutral
dia509_utt8,train,neutral
dia509_utt9,train,neutral
dia509_utt10,train,anger
dia509_utt11,train,anger
dia509_utt12,train,surprise
dia509_utt13,train,surprise
dia509_utt14,train,surprise
dia509_utt15,train,neutral
dia509_utt16,train,neutral
dia510_utt0,train,neutral
dia510_utt1,train,joy
dia510_utt2,train,neutral
dia510_utt3,train,surprise
dia510_utt4,train,neutral
dia510_utt5,train,surprise
dia511_utt0,train,sadness
dia511_utt1,train,neutral
dia511_utt2,train,fear
dia511_utt3,train,surprise
dia511_utt4,train,neutral
dia511_utt5,train,neutral
dia511_utt6,train,sadness
dia512_utt0,train,joy
dia512_utt1,train,joy
dia512_utt2,train,neutral
dia512_utt3,train,neutral
dia512_utt4,train,neutral
dia512_utt5,train,neutral
dia512_utt6,train,neutral
dia512_utt7,train,joy
dia512_utt8,train,anger
dia512_utt9,train,fear
dia512_utt10,train,anger
dia512_utt11,train,anger
dia512_utt12,train,anger
dia512_utt13,train,fear
dia512_utt14,train,anger
dia513_utt0,train,neutral
dia513_utt1,train,neutral
dia513_utt2,train,neutral
dia513_utt3,train,anger
dia513_utt4,train,anger
dia514_utt0,train,joy
dia514_utt1,train,neutral
dia514_utt2,train,neutral
dia514_utt3,train,neutral
dia514_utt4,train,surprise
dia514_utt5,train,neutral
dia514_utt6,train,neutral
dia514_utt7,train,neutral
dia515_utt0,train,neutral
dia515_utt1,train,surprise
dia515_utt2,train,neutral
dia515_utt3,train,disgust
dia515_utt4,train,neutral
dia515_utt5,train,neutral
dia515_utt6,train,neutral
dia516_utt0,train,anger
dia516_utt1,train,joy
dia516_utt2,train,surprise
dia516_utt3,train,joy
dia516_utt4,train,joy
dia516_utt5,train,sadness
dia517_utt0,train,anger
dia517_utt1,train,joy
dia517_utt2,train,neutral
dia517_utt3,train,joy
dia517_utt4,train,joy
dia517_utt5,train,sadness
dia517_utt6,train,joy
dia518_utt0,train,anger
dia518_utt1,train,anger
dia518_utt2,train,neutral
dia518_utt3,train,anger
dia518_utt4,train,neutral
dia518_utt5,train,neutral
dia518_utt6,train,neutral
dia518_utt7,train,joy
dia518_utt8,train,neutral
dia519_utt0,train,surprise
dia519_utt1,train,anger
dia519_utt2,train,neutral
dia519_utt3,train,neutral
dia519_utt4,train,joy
dia520_utt0,train,neutral
dia520_utt1,train,neutral
dia520_utt2,train,surprise
dia520_utt3,train,neutral
dia520_utt4,train,surprise
dia520_utt5,train,surprise
dia520_utt6,train,neutral
dia521_utt0,train,neutral
dia521_utt1,train,neutral
dia521_utt2,train,sadness
dia521_utt3,train,anger
dia521_utt4,train,sadness
dia521_utt5,train,sadness
dia521_utt6,train,neutral
dia522_utt0,train,surprise
dia522_utt1,train,neutral
dia522_utt2,train,joy
dia522_utt3,train,neutral
dia522_utt4,train,neutral
dia522_utt5,train,neutral
dia522_utt6,train,joy
dia523_utt0,train,surprise
dia523_utt1,train,joy
dia523_utt2,train,neutral
dia523_utt3,train,surprise
dia523_utt4,train,neutral
dia523_utt5,train,joy
dia523_utt6,train,anger
dia523_utt7,train,joy
dia523_utt8,train,neutral
dia523_utt9,train,joy
dia523_utt10,train,joy
dia523_utt11,train,joy
dia523_utt12,train,anger
dia523_utt13,train,neutral
dia523_utt14,train,sadness
dia523_utt15,train,surprise
dia523_utt16,train,neutral
dia523_utt17,train,neutral
dia523_utt18,train,neutral
dia523_utt19,train,neutral
dia523_utt20,train,neutral
dia523_utt21,train,anger
dia523_utt22,train,surprise
dia523_utt23,train,joy
dia524_utt0,train,neutral
dia524_utt1,train,surprise
dia524_utt2,train,sadness
dia524_utt3,train,neutral
dia524_utt4,train,neutral
dia524_utt5,train,neutral
dia524_utt6,train,neutral
dia524_utt7,train,neutral
dia524_utt8,train,neutral
dia524_utt9,train,surprise
dia524_utt10,train,neutral
dia524_utt11,train,anger
dia524_utt12,train,neutral
dia524_utt13,train,sadness
dia524_utt14,train,neutral
dia524_utt15,train,fear
dia524_utt16,train,surprise
dia525_utt0,train,neutral
dia525_utt1,train,neutral
dia525_utt2,train,neutral
dia525_utt3,train,sadness
dia525_utt4,train,anger
dia525_utt5,train,neutral
dia525_utt6,train,neutral
dia525_utt7,train,surprise
dia525_utt8,train,neutral
dia526_utt0,train,joy
dia526_utt1,train,neutral
dia526_utt2,train,neutral
dia526_utt3,train,neutral
dia526_utt4,train,joy
dia526_utt5,train,joy
dia526_utt6,train,fear
dia526_utt7,train,neutral
dia526_utt8,train,neutral
dia526_utt9,train,neutral
dia526_utt10,train,neutral
dia526_utt11,train,fear
dia526_utt12,train,joy
dia526_utt13,train,neutral
dia526_utt14,train,surprise
dia526_utt15,train,neutral
dia526_utt16,train,anger
dia526_utt17,train,neutral
dia526_utt18,train,neutral
dia526_utt19,train,neutral
dia526_utt20,train,neutral
dia527_utt0,train,anger
dia527_utt1,train,joy
dia527_utt2,train,surprise
dia527_utt3,train,neutral
dia527_utt4,train,joy
dia527_utt5,train,disgust
dia527_utt6,train,neutral
dia527_utt7,train,disgust
dia528_utt0,train,surprise
dia528_utt1,train,neutral
dia528_utt2,train,neutral
dia528_utt3,train,surprise
dia528_utt4,train,neutral
dia528_utt5,train,anger
dia529_utt0,train,anger
dia529_utt1,train,neutral
dia529_utt2,train,neutral
dia529_utt3,train,anger
dia529_utt4,train,neutral
dia529_utt5,train,neutral
dia529_utt6,train,surprise
dia529_utt7,train,neutral
dia529_utt8,train,neutral
dia529_utt9,train,neutral
dia530_utt0,train,sadness
dia530_utt1,train,surprise
dia530_utt2,train,neutral
dia530_utt3,train,surprise
dia530_utt4,train,neutral
dia530_utt5,train,anger
dia530_utt6,train,anger
dia530_utt7,train,anger
dia530_utt8,train,anger
dia530_utt9,train,anger
dia530_utt10,train,anger
dia530_utt11,train,anger
dia530_utt12,train,anger
dia530_utt13,train,neutral
dia530_utt14,train,surprise
dia530_utt15,train,neutral
dia530_utt16,train,sadness
dia530_utt17,train,sadness
dia530_utt18,train,neutral
dia530_utt19,train,neutral
dia530_utt20,train,neutral
dia530_utt21,train,neutral
dia530_utt22,train,surprise
dia530_utt23,train,sadness
dia531_utt0,train,surprise
dia531_utt1,train,surprise
dia531_utt2,train,fear
dia531_utt3,train,sadness
dia531_utt4,train,neutral
dia531_utt5,train,sadness
dia531_utt6,train,sadness
dia531_utt7,train,neutral
dia531_utt8,train,neutral
dia531_utt9,train,neutral
dia531_utt10,train,anger
dia531_utt11,train,sadness
dia531_utt12,train,neutral
dia531_utt13,train,neutral
dia531_utt14,train,anger
dia531_utt15,train,surprise
dia532_utt0,train,neutral
dia532_utt1,train,neutral
dia532_utt2,train,neutral
dia532_utt3,train,neutral
dia532_utt4,train,surprise
dia532_utt5,train,joy
dia532_utt6,train,neutral
dia532_utt7,train,anger
dia532_utt8,train,sadness
dia532_utt9,train,sadness
dia532_utt10,train,sadness
dia532_utt11,train,neutral
dia532_utt12,train,neutral
dia532_utt13,train,anger
dia532_utt14,train,surprise
dia532_utt15,train,neutral
dia533_utt0,train,neutral
dia533_utt1,train,neutral
dia533_utt2,train,sadness
dia533_utt3,train,neutral
dia533_utt4,train,joy
dia533_utt5,train,joy
dia533_utt6,train,neutral
dia533_utt7,train,neutral
dia533_utt8,train,neutral
dia533_utt9,train,neutral
dia534_utt0,train,neutral
dia534_utt1,train,neutral
dia534_utt2,train,joy
dia534_utt3,train,surprise
dia535_utt0,train,neutral
dia535_utt1,train,joy
dia535_utt2,train,anger
dia535_utt3,train,neutral
dia536_utt0,train,surprise
dia536_utt1,train,neutral
dia536_utt2,train,neutral
dia536_utt3,train,neutral
dia536_utt4,train,sadness
dia536_utt5,train,surprise
dia536_utt6,train,neutral
dia536_utt7,train,surprise
dia536_utt8,train,surprise
dia536_utt9,train,joy
dia536_utt10,train,neutral
dia536_utt11,train,neutral
dia536_utt12,train,neutral
dia536_utt13,train,surprise
dia536_utt14,train,neutral
dia536_utt15,train,neutral
dia537_utt0,train,neutral
dia537_utt1,train,neutral
dia537_utt2,train,joy
dia537_utt3,train,anger
dia537_utt4,train,neutral
dia538_utt0,train,anger
dia538_utt1,train,sadness
dia538_utt2,train,neutral
dia538_utt3,train,anger
dia538_utt4,train,joy
dia538_utt5,train,joy
dia538_utt6,train,joy
dia538_utt7,train,joy
dia538_utt8,train,joy
dia538_utt9,train,disgust
dia539_utt0,train,neutral
dia539_utt1,train,neutral
dia539_utt2,train,surprise
dia539_utt3,train,surprise
dia539_utt4,train,joy
dia539_utt5,train,neutral
dia539_utt6,train,sadness
dia540_utt0,train,sadness
dia540_utt1,train,surprise
dia540_utt2,train,disgust
dia540_utt3,train,disgust
dia540_utt5,train,sadness
dia541_utt0,train,joy
dia541_utt1,train,joy
dia541_utt2,train,neutral
dia541_utt3,train,surprise
dia541_utt4,train,sadness
dia541_utt5,train,joy
dia541_utt6,train,neutral
dia541_utt7,train,joy
dia541_utt8,train,joy
dia541_utt9,train,joy
dia541_utt10,train,joy
dia541_utt11,train,neutral
dia541_utt12,train,neutral
dia541_utt13,train,surprise
dia541_utt14,train,joy
dia541_utt15,train,neutral
dia541_utt16,train,disgust
dia541_utt17,train,neutral
dia541_utt18,train,neutral
dia541_utt19,train,joy
dia542_utt0,train,neutral
dia542_utt1,train,anger
dia542_utt2,train,surprise
dia542_utt3,train,surprise
dia542_utt4,train,joy
dia542_utt5,train,neutral
dia542_utt6,train,surprise
dia542_utt7,train,surprise
dia542_utt8,train,surprise
dia543_utt0,train,anger
dia543_utt1,train,neutral
dia543_utt2,train,surprise
dia544_utt0,train,neutral
dia544_utt1,train,fear
dia544_utt2,train,neutral
dia544_utt3,train,joy
dia544_utt4,train,neutral
dia544_utt5,train,surprise
dia544_utt6,train,neutral
dia544_utt7,train,neutral
dia544_utt8,train,neutral
dia545_utt0,train,anger
dia545_utt1,train,sadness
dia545_utt2,train,surprise
dia545_utt3,train,sadness
dia545_utt4,train,neutral
dia545_utt5,train,joy
dia545_utt6,train,surprise
dia545_utt7,train,neutral
dia545_utt8,train,neutral
dia545_utt9,train,neutral
dia545_utt10,train,surprise
dia545_utt11,train,anger
dia545_utt12,train,neutral
dia545_utt13,train,neutral
dia546_utt0,train,neutral
dia546_utt1,train,neutral
dia546_utt2,train,neutral
dia546_utt3,train,neutral
dia546_utt4,train,neutral
dia546_utt5,train,neutral
dia546_utt6,train,neutral
